"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Age of Mother 9"	"Age of Mother 9 Code"	Births
	"District of Columbia"	"11"	"2016"	"2016"	"Male"	"M"	"35-39 years"	"35-39"	1096
	"District of Columbia"	"11"	"2016"	"2016"	"Male"	"M"	"40-44 years"	"40-44"	222
	"District of Columbia"	"11"	"2016"	"2016"	"Male"	"M"	"45-49 years"	"45-49"	22
	"District of Columbia"	"11"	"2017"	"2017"	"Female"	"F"	"15-19 years"	"15-19"	201
	"District of Columbia"	"11"	"2017"	"2017"	"Female"	"F"	"20-24 years"	"20-24"	717
	"District of Columbia"	"11"	"2017"	"2017"	"Female"	"F"	"25-29 years"	"25-29"	996
	"District of Columbia"	"11"	"2017"	"2017"	"Female"	"F"	"30-34 years"	"30-34"	1505
	"District of Columbia"	"11"	"2017"	"2017"	"Female"	"F"	"35-39 years"	"35-39"	1029
	"District of Columbia"	"11"	"2017"	"2017"	"Female"	"F"	"40-44 years"	"40-44"	238
	"District of Columbia"	"11"	"2017"	"2017"	"Female"	"F"	"45-49 years"	"45-49"	13
	"District of Columbia"	"11"	"2017"	"2017"	"Male"	"M"	"15-19 years"	"15-19"	207
	"District of Columbia"	"11"	"2017"	"2017"	"Male"	"M"	"20-24 years"	"20-24"	728
	"District of Columbia"	"11"	"2017"	"2017"	"Male"	"M"	"25-29 years"	"25-29"	1019
	"District of Columbia"	"11"	"2017"	"2017"	"Male"	"M"	"30-34 years"	"30-34"	1525
	"District of Columbia"	"11"	"2017"	"2017"	"Male"	"M"	"35-39 years"	"35-39"	1113
	"District of Columbia"	"11"	"2017"	"2017"	"Male"	"M"	"40-44 years"	"40-44"	235
	"District of Columbia"	"11"	"2017"	"2017"	"Male"	"M"	"45-49 years"	"45-49"	17
	"District of Columbia"	"11"	"2018"	"2018"	"Female"	"F"	"15-19 years"	"15-19"	187
	"District of Columbia"	"11"	"2018"	"2018"	"Female"	"F"	"20-24 years"	"20-24"	603
	"District of Columbia"	"11"	"2018"	"2018"	"Female"	"F"	"25-29 years"	"25-29"	879
	"District of Columbia"	"11"	"2018"	"2018"	"Female"	"F"	"30-34 years"	"30-34"	1466
	"District of Columbia"	"11"	"2018"	"2018"	"Female"	"F"	"35-39 years"	"35-39"	1064
	"District of Columbia"	"11"	"2018"	"2018"	"Female"	"F"	"40-44 years"	"40-44"	242
	"District of Columbia"	"11"	"2018"	"2018"	"Female"	"F"	"45-49 years"	"45-49"	27
	"District of Columbia"	"11"	"2018"	"2018"	"Male"	"M"	"15-19 years"	"15-19"	186
	"District of Columbia"	"11"	"2018"	"2018"	"Male"	"M"	"20-24 years"	"20-24"	651
	"District of Columbia"	"11"	"2018"	"2018"	"Male"	"M"	"25-29 years"	"25-29"	937
	"District of Columbia"	"11"	"2018"	"2018"	"Male"	"M"	"30-34 years"	"30-34"	1563
	"District of Columbia"	"11"	"2018"	"2018"	"Male"	"M"	"35-39 years"	"35-39"	1136
	"District of Columbia"	"11"	"2018"	"2018"	"Male"	"M"	"40-44 years"	"40-44"	233
	"District of Columbia"	"11"	"2018"	"2018"	"Male"	"M"	"45-49 years"	"45-49"	23
	"District of Columbia"	"11"	"2019"	"2019"	"Female"	"F"	"15-19 years"	"15-19"	160
	"District of Columbia"	"11"	"2019"	"2019"	"Female"	"F"	"20-24 years"	"20-24"	552
	"District of Columbia"	"11"	"2019"	"2019"	"Female"	"F"	"25-29 years"	"25-29"	938
	"District of Columbia"	"11"	"2019"	"2019"	"Female"	"F"	"30-34 years"	"30-34"	1436
	"District of Columbia"	"11"	"2019"	"2019"	"Female"	"F"	"35-39 years"	"35-39"	1102
	"District of Columbia"	"11"	"2019"	"2019"	"Female"	"F"	"40-44 years"	"40-44"	253
	"District of Columbia"	"11"	"2019"	"2019"	"Female"	"F"	"45-49 years"	"45-49"	17
	"District of Columbia"	"11"	"2019"	"2019"	"Male"	"M"	"15-19 years"	"15-19"	163
	"District of Columbia"	"11"	"2019"	"2019"	"Male"	"M"	"20-24 years"	"20-24"	567
	"District of Columbia"	"11"	"2019"	"2019"	"Male"	"M"	"25-29 years"	"25-29"	958
	"District of Columbia"	"11"	"2019"	"2019"	"Male"	"M"	"30-34 years"	"30-34"	1488
	"District of Columbia"	"11"	"2019"	"2019"	"Male"	"M"	"35-39 years"	"35-39"	1136
	"District of Columbia"	"11"	"2019"	"2019"	"Male"	"M"	"40-44 years"	"40-44"	264
	"District of Columbia"	"11"	"2019"	"2019"	"Male"	"M"	"45-49 years"	"45-49"	22
	"District of Columbia"	"11"	"2019"	"2019"	"Male"	"M"	"50 years and over"	"50+"	12
	"Florida"	"12"	"2007"	"2007"	"Female"	"F"	"Under 15 years"	"15"	182
	"Florida"	"12"	"2007"	"2007"	"Female"	"F"	"15-19 years"	"15-19"	12362
	"Florida"	"12"	"2007"	"2007"	"Female"	"F"	"20-24 years"	"20-24"	30581
	"Florida"	"12"	"2007"	"2007"	"Female"	"F"	"25-29 years"	"25-29"	31513
	"Florida"	"12"	"2007"	"2007"	"Female"	"F"	"30-34 years"	"30-34"	25024
	"Florida"	"12"	"2007"	"2007"	"Female"	"F"	"35-39 years"	"35-39"	13707
	"Florida"	"12"	"2007"	"2007"	"Female"	"F"	"40-44 years"	"40-44"	3097
	"Florida"	"12"	"2007"	"2007"	"Female"	"F"	"45-49 years"	"45-49"	163
	"Florida"	"12"	"2007"	"2007"	"Female"	"F"	"50 years and over"	"50+"	13
	"Florida"	"12"	"2007"	"2007"	"Male"	"M"	"Under 15 years"	"15"	196
	"Florida"	"12"	"2007"	"2007"	"Male"	"M"	"15-19 years"	"15-19"	13331
	"Florida"	"12"	"2007"	"2007"	"Male"	"M"	"20-24 years"	"20-24"	32066
	"Florida"	"12"	"2007"	"2007"	"Male"	"M"	"25-29 years"	"25-29"	33391
	"Florida"	"12"	"2007"	"2007"	"Male"	"M"	"30-34 years"	"30-34"	26171
	"Florida"	"12"	"2007"	"2007"	"Male"	"M"	"35-39 years"	"35-39"	14060
	"Florida"	"12"	"2007"	"2007"	"Male"	"M"	"40-44 years"	"40-44"	3091
	"Florida"	"12"	"2007"	"2007"	"Male"	"M"	"45-49 years"	"45-49"	204
	"Florida"	"12"	"2007"	"2007"	"Male"	"M"	"50 years and over"	"50+"	13
	"Florida"	"12"	"2008"	"2008"	"Female"	"F"	"Under 15 years"	"15"	163
	"Florida"	"12"	"2008"	"2008"	"Female"	"F"	"15-19 years"	"15-19"	11614
	"Florida"	"12"	"2008"	"2008"	"Female"	"F"	"20-24 years"	"20-24"	29064
	"Florida"	"12"	"2008"	"2008"	"Female"	"F"	"25-29 years"	"25-29"	31183
	"Florida"	"12"	"2008"	"2008"	"Female"	"F"	"30-34 years"	"30-34"	24199
	"Florida"	"12"	"2008"	"2008"	"Female"	"F"	"35-39 years"	"35-39"	13270
	"Florida"	"12"	"2008"	"2008"	"Female"	"F"	"40-44 years"	"40-44"	2932
	"Florida"	"12"	"2008"	"2008"	"Female"	"F"	"45-49 years"	"45-49"	198
	"Florida"	"12"	"2008"	"2008"	"Male"	"M"	"Under 15 years"	"15"	193
	"Florida"	"12"	"2008"	"2008"	"Male"	"M"	"15-19 years"	"15-19"	12463
	"Florida"	"12"	"2008"	"2008"	"Male"	"M"	"20-24 years"	"20-24"	30593
	"Florida"	"12"	"2008"	"2008"	"Male"	"M"	"25-29 years"	"25-29"	32391
	"Florida"	"12"	"2008"	"2008"	"Male"	"M"	"30-34 years"	"30-34"	25817
	"Florida"	"12"	"2008"	"2008"	"Male"	"M"	"35-39 years"	"35-39"	13841
	"Florida"	"12"	"2008"	"2008"	"Male"	"M"	"40-44 years"	"40-44"	3273
	"Florida"	"12"	"2008"	"2008"	"Male"	"M"	"45-49 years"	"45-49"	236
	"Florida"	"12"	"2008"	"2008"	"Male"	"M"	"50 years and over"	"50+"	11
	"Florida"	"12"	"2009"	"2009"	"Female"	"F"	"Under 15 years"	"15"	122
	"Florida"	"12"	"2009"	"2009"	"Female"	"F"	"15-19 years"	"15-19"	10784
	"Florida"	"12"	"2009"	"2009"	"Female"	"F"	"20-24 years"	"20-24"	27443
	"Florida"	"12"	"2009"	"2009"	"Female"	"F"	"25-29 years"	"25-29"	30259
	"Florida"	"12"	"2009"	"2009"	"Female"	"F"	"30-34 years"	"30-34"	23851
	"Florida"	"12"	"2009"	"2009"	"Female"	"F"	"35-39 years"	"35-39"	12636
	"Florida"	"12"	"2009"	"2009"	"Female"	"F"	"40-44 years"	"40-44"	2931
	"Florida"	"12"	"2009"	"2009"	"Female"	"F"	"45-49 years"	"45-49"	206
	"Florida"	"12"	"2009"	"2009"	"Female"	"F"	"50 years and over"	"50+"	11
	"Florida"	"12"	"2009"	"2009"	"Male"	"M"	"Under 15 years"	"15"	138
	"Florida"	"12"	"2009"	"2009"	"Male"	"M"	"15-19 years"	"15-19"	11237
	"Florida"	"12"	"2009"	"2009"	"Male"	"M"	"20-24 years"	"20-24"	28925
	"Florida"	"12"	"2009"	"2009"	"Male"	"M"	"25-29 years"	"25-29"	31523
	"Florida"	"12"	"2009"	"2009"	"Male"	"M"	"30-34 years"	"30-34"	24770
	"Florida"	"12"	"2009"	"2009"	"Male"	"M"	"35-39 years"	"35-39"	13239
	"Florida"	"12"	"2009"	"2009"	"Male"	"M"	"40-44 years"	"40-44"	3102
	"Florida"	"12"	"2009"	"2009"	"Male"	"M"	"45-49 years"	"45-49"	203
	"Florida"	"12"	"2009"	"2009"	"Male"	"M"	"50 years and over"	"50+"	14
	"Florida"	"12"	"2010"	"2010"	"Female"	"F"	"Under 15 years"	"15"	128
	"Florida"	"12"	"2010"	"2010"	"Female"	"F"	"15-19 years"	"15-19"	9293
	"Florida"	"12"	"2010"	"2010"	"Female"	"F"	"20-24 years"	"20-24"	25804
	"Florida"	"12"	"2010"	"2010"	"Female"	"F"	"25-29 years"	"25-29"	29691
	"Florida"	"12"	"2010"	"2010"	"Female"	"F"	"30-34 years"	"30-34"	24255
	"Florida"	"12"	"2010"	"2010"	"Female"	"F"	"35-39 years"	"35-39"	12430
	"Florida"	"12"	"2010"	"2010"	"Female"	"F"	"40-44 years"	"40-44"	2989
	"Florida"	"12"	"2010"	"2010"	"Female"	"F"	"45-49 years"	"45-49"	198
	"Florida"	"12"	"2010"	"2010"	"Male"	"M"	"Under 15 years"	"15"	121
	"Florida"	"12"	"2010"	"2010"	"Male"	"M"	"15-19 years"	"15-19"	9834
	"Florida"	"12"	"2010"	"2010"	"Male"	"M"	"20-24 years"	"20-24"	27232
	"Florida"	"12"	"2010"	"2010"	"Male"	"M"	"25-29 years"	"25-29"	31042
	"Florida"	"12"	"2010"	"2010"	"Male"	"M"	"30-34 years"	"30-34"	25220
	"Florida"	"12"	"2010"	"2010"	"Male"	"M"	"35-39 years"	"35-39"	12981
	"Florida"	"12"	"2010"	"2010"	"Male"	"M"	"40-44 years"	"40-44"	3163
	"Florida"	"12"	"2010"	"2010"	"Male"	"M"	"45-49 years"	"45-49"	193
	"Florida"	"12"	"2010"	"2010"	"Male"	"M"	"50 years and over"	"50+"	10
	"Florida"	"12"	"2011"	"2011"	"Female"	"F"	"Under 15 years"	"15"	81
	"Florida"	"12"	"2011"	"2011"	"Female"	"F"	"15-19 years"	"15-19"	8304
	"Florida"	"12"	"2011"	"2011"	"Female"	"F"	"20-24 years"	"20-24"	25516
	"Florida"	"12"	"2011"	"2011"	"Female"	"F"	"25-29 years"	"25-29"	29505
	"Florida"	"12"	"2011"	"2011"	"Female"	"F"	"30-34 years"	"30-34"	24842
	"Florida"	"12"	"2011"	"2011"	"Female"	"F"	"35-39 years"	"35-39"	12549
	"Florida"	"12"	"2011"	"2011"	"Female"	"F"	"40-44 years"	"40-44"	3052
	"Florida"	"12"	"2011"	"2011"	"Female"	"F"	"45-49 years"	"45-49"	202
	"Florida"	"12"	"2011"	"2011"	"Male"	"M"	"Under 15 years"	"15"	111
	"Florida"	"12"	"2011"	"2011"	"Male"	"M"	"15-19 years"	"15-19"	8821
	"Florida"	"12"	"2011"	"2011"	"Male"	"M"	"20-24 years"	"20-24"	26556
	"Florida"	"12"	"2011"	"2011"	"Male"	"M"	"25-29 years"	"25-29"	30830
	"Florida"	"12"	"2011"	"2011"	"Male"	"M"	"30-34 years"	"30-34"	26217
	"Florida"	"12"	"2011"	"2011"	"Male"	"M"	"35-39 years"	"35-39"	13294
	"Florida"	"12"	"2011"	"2011"	"Male"	"M"	"40-44 years"	"40-44"	3317
	"Florida"	"12"	"2011"	"2011"	"Male"	"M"	"45-49 years"	"45-49"	199
	"Florida"	"12"	"2011"	"2011"	"Male"	"M"	"50 years and over"	"50+"	12
	"Florida"	"12"	"2012"	"2012"	"Female"	"F"	"Under 15 years"	"15"	91
	"Florida"	"12"	"2012"	"2012"	"Female"	"F"	"15-19 years"	"15-19"	7760
	"Florida"	"12"	"2012"	"2012"	"Female"	"F"	"20-24 years"	"20-24"	25014
	"Florida"	"12"	"2012"	"2012"	"Female"	"F"	"25-29 years"	"25-29"	29839
	"Florida"	"12"	"2012"	"2012"	"Female"	"F"	"30-34 years"	"30-34"	25447
	"Florida"	"12"	"2012"	"2012"	"Female"	"F"	"35-39 years"	"35-39"	12528
	"Florida"	"12"	"2012"	"2012"	"Female"	"F"	"40-44 years"	"40-44"	3128
	"Florida"	"12"	"2012"	"2012"	"Female"	"F"	"45-49 years"	"45-49"	216
	"Florida"	"12"	"2012"	"2012"	"Female"	"F"	"50 years and over"	"50+"	11
	"Florida"	"12"	"2012"	"2012"	"Male"	"M"	"Under 15 years"	"15"	101
	"Florida"	"12"	"2012"	"2012"	"Male"	"M"	"15-19 years"	"15-19"	8192
	"Florida"	"12"	"2012"	"2012"	"Male"	"M"	"20-24 years"	"20-24"	26072
	"Florida"	"12"	"2012"	"2012"	"Male"	"M"	"25-29 years"	"25-29"	31142
	"Florida"	"12"	"2012"	"2012"	"Male"	"M"	"30-34 years"	"30-34"	26906
	"Florida"	"12"	"2012"	"2012"	"Male"	"M"	"35-39 years"	"35-39"	13239
	"Florida"	"12"	"2012"	"2012"	"Male"	"M"	"40-44 years"	"40-44"	3262
	"Florida"	"12"	"2012"	"2012"	"Male"	"M"	"45-49 years"	"45-49"	189
	"Florida"	"12"	"2012"	"2012"	"Male"	"M"	"50 years and over"	"50+"	11
	"Florida"	"12"	"2013"	"2013"	"Female"	"F"	"Under 15 years"	"15"	83
	"Florida"	"12"	"2013"	"2013"	"Female"	"F"	"15-19 years"	"15-19"	6731
	"Florida"	"12"	"2013"	"2013"	"Female"	"F"	"20-24 years"	"20-24"	24484
	"Florida"	"12"	"2013"	"2013"	"Female"	"F"	"25-29 years"	"25-29"	30256
	"Florida"	"12"	"2013"	"2013"	"Female"	"F"	"30-34 years"	"30-34"	26990
	"Florida"	"12"	"2013"	"2013"	"Female"	"F"	"35-39 years"	"35-39"	13108
	"Florida"	"12"	"2013"	"2013"	"Female"	"F"	"40-44 years"	"40-44"	3246
	"Florida"	"12"	"2013"	"2013"	"Female"	"F"	"45-49 years"	"45-49"	191
	"Florida"	"12"	"2013"	"2013"	"Male"	"M"	"Under 15 years"	"15"	82
	"Florida"	"12"	"2013"	"2013"	"Male"	"M"	"15-19 years"	"15-19"	7231
	"Florida"	"12"	"2013"	"2013"	"Male"	"M"	"20-24 years"	"20-24"	25948
	"Florida"	"12"	"2013"	"2013"	"Male"	"M"	"25-29 years"	"25-29"	31706
	"Florida"	"12"	"2013"	"2013"	"Male"	"M"	"30-34 years"	"30-34"	28098
	"Florida"	"12"	"2013"	"2013"	"Male"	"M"	"35-39 years"	"35-39"	13642
	"Florida"	"12"	"2013"	"2013"	"Male"	"M"	"40-44 years"	"40-44"	3376
	"Florida"	"12"	"2013"	"2013"	"Male"	"M"	"45-49 years"	"45-49"	207
	"Florida"	"12"	"2013"	"2013"	"Male"	"M"	"50 years and over"	"50+"	19
	"Florida"	"12"	"2014"	"2014"	"Female"	"F"	"Under 15 years"	"15"	65
	"Florida"	"12"	"2014"	"2014"	"Female"	"F"	"15-19 years"	"15-19"	6243
	"Florida"	"12"	"2014"	"2014"	"Female"	"F"	"20-24 years"	"20-24"	24336
	"Florida"	"12"	"2014"	"2014"	"Female"	"F"	"25-29 years"	"25-29"	31242
	"Florida"	"12"	"2014"	"2014"	"Female"	"F"	"30-34 years"	"30-34"	27985
	"Florida"	"12"	"2014"	"2014"	"Female"	"F"	"35-39 years"	"35-39"	13882
	"Florida"	"12"	"2014"	"2014"	"Female"	"F"	"40-44 years"	"40-44"	3228
	"Florida"	"12"	"2014"	"2014"	"Female"	"F"	"45-49 years"	"45-49"	214
	"Florida"	"12"	"2014"	"2014"	"Female"	"F"	"50 years and over"	"50+"	13
	"Florida"	"12"	"2014"	"2014"	"Male"	"M"	"Under 15 years"	"15"	77
	"Florida"	"12"	"2014"	"2014"	"Male"	"M"	"15-19 years"	"15-19"	6573
	"Florida"	"12"	"2014"	"2014"	"Male"	"M"	"20-24 years"	"20-24"	25501
	"Florida"	"12"	"2014"	"2014"	"Male"	"M"	"25-29 years"	"25-29"	32864
	"Florida"	"12"	"2014"	"2014"	"Male"	"M"	"30-34 years"	"30-34"	29664
	"Florida"	"12"	"2014"	"2014"	"Male"	"M"	"35-39 years"	"35-39"	14508
	"Florida"	"12"	"2014"	"2014"	"Male"	"M"	"40-44 years"	"40-44"	3352
	"Florida"	"12"	"2014"	"2014"	"Male"	"M"	"45-49 years"	"45-49"	229
	"Florida"	"12"	"2014"	"2014"	"Male"	"M"	"50 years and over"	"50+"	15
	"Florida"	"12"	"2015"	"2015"	"Female"	"F"	"Under 15 years"	"15"	70
	"Florida"	"12"	"2015"	"2015"	"Female"	"F"	"15-19 years"	"15-19"	5825
	"Florida"	"12"	"2015"	"2015"	"Female"	"F"	"20-24 years"	"20-24"	23244
	"Florida"	"12"	"2015"	"2015"	"Female"	"F"	"25-29 years"	"25-29"	32412
	"Florida"	"12"	"2015"	"2015"	"Female"	"F"	"30-34 years"	"30-34"	29392
	"Florida"	"12"	"2015"	"2015"	"Female"	"F"	"35-39 years"	"35-39"	14433
	"Florida"	"12"	"2015"	"2015"	"Female"	"F"	"40-44 years"	"40-44"	3528
	"Florida"	"12"	"2015"	"2015"	"Female"	"F"	"45-49 years"	"45-49"	247
	"Florida"	"12"	"2015"	"2015"	"Female"	"F"	"50 years and over"	"50+"	16
	"Florida"	"12"	"2015"	"2015"	"Male"	"M"	"Under 15 years"	"15"	60
	"Florida"	"12"	"2015"	"2015"	"Male"	"M"	"15-19 years"	"15-19"	6132
	"Florida"	"12"	"2015"	"2015"	"Male"	"M"	"20-24 years"	"20-24"	24809
	"Florida"	"12"	"2015"	"2015"	"Male"	"M"	"25-29 years"	"25-29"	34005
	"Florida"	"12"	"2015"	"2015"	"Male"	"M"	"30-34 years"	"30-34"	30989
	"Florida"	"12"	"2015"	"2015"	"Male"	"M"	"35-39 years"	"35-39"	15379
	"Florida"	"12"	"2015"	"2015"	"Male"	"M"	"40-44 years"	"40-44"	3452
	"Florida"	"12"	"2015"	"2015"	"Male"	"M"	"45-49 years"	"45-49"	258
	"Florida"	"12"	"2015"	"2015"	"Male"	"M"	"50 years and over"	"50+"	18
	"Florida"	"12"	"2016"	"2016"	"Female"	"F"	"Under 15 years"	"15"	49
	"Florida"	"12"	"2016"	"2016"	"Female"	"F"	"15-19 years"	"15-19"	5502
	"Florida"	"12"	"2016"	"2016"	"Female"	"F"	"20-24 years"	"20-24"	22387
	"Florida"	"12"	"2016"	"2016"	"Female"	"F"	"25-29 years"	"25-29"	32342
	"Florida"	"12"	"2016"	"2016"	"Female"	"F"	"30-34 years"	"30-34"	30429
	"Florida"	"12"	"2016"	"2016"	"Female"	"F"	"35-39 years"	"35-39"	15333
	"Florida"	"12"	"2016"	"2016"	"Female"	"F"	"40-44 years"	"40-44"	3553
	"Florida"	"12"	"2016"	"2016"	"Female"	"F"	"45-49 years"	"45-49"	235
	"Florida"	"12"	"2016"	"2016"	"Female"	"F"	"50 years and over"	"50+"	23
	"Florida"	"12"	"2016"	"2016"	"Male"	"M"	"Under 15 years"	"15"	67
	"Florida"	"12"	"2016"	"2016"	"Male"	"M"	"15-19 years"	"15-19"	5693
	"Florida"	"12"	"2016"	"2016"	"Male"	"M"	"20-24 years"	"20-24"	23496
	"Florida"	"12"	"2016"	"2016"	"Male"	"M"	"25-29 years"	"25-29"	33984
	"Florida"	"12"	"2016"	"2016"	"Male"	"M"	"30-34 years"	"30-34"	31982
	"Florida"	"12"	"2016"	"2016"	"Male"	"M"	"35-39 years"	"35-39"	16079
	"Florida"	"12"	"2016"	"2016"	"Male"	"M"	"40-44 years"	"40-44"	3595
	"Florida"	"12"	"2016"	"2016"	"Male"	"M"	"45-49 years"	"45-49"	249
	"Florida"	"12"	"2016"	"2016"	"Male"	"M"	"50 years and over"	"50+"	24
	"Florida"	"12"	"2017"	"2017"	"Female"	"F"	"Under 15 years"	"15"	47
	"Florida"	"12"	"2017"	"2017"	"Female"	"F"	"15-19 years"	"15-19"	5179
	"Florida"	"12"	"2017"	"2017"	"Female"	"F"	"20-24 years"	"20-24"	21753
	"Florida"	"12"	"2017"	"2017"	"Female"	"F"	"25-29 years"	"25-29"	32193
	"Florida"	"12"	"2017"	"2017"	"Female"	"F"	"30-34 years"	"30-34"	30584
	"Florida"	"12"	"2017"	"2017"	"Female"	"F"	"35-39 years"	"35-39"	15808
	"Florida"	"12"	"2017"	"2017"	"Female"	"F"	"40-44 years"	"40-44"	3554
	"Florida"	"12"	"2017"	"2017"	"Female"	"F"	"45-49 years"	"45-49"	246
	"Florida"	"12"	"2017"	"2017"	"Female"	"F"	"50 years and over"	"50+"	29
	"Florida"	"12"	"2017"	"2017"	"Male"	"M"	"Under 15 years"	"15"	60
	"Florida"	"12"	"2017"	"2017"	"Male"	"M"	"15-19 years"	"15-19"	5529
	"Florida"	"12"	"2017"	"2017"	"Male"	"M"	"20-24 years"	"20-24"	22340
	"Florida"	"12"	"2017"	"2017"	"Male"	"M"	"25-29 years"	"25-29"	33796
	"Florida"	"12"	"2017"	"2017"	"Male"	"M"	"30-34 years"	"30-34"	31974
	"Florida"	"12"	"2017"	"2017"	"Male"	"M"	"35-39 years"	"35-39"	16612
	"Florida"	"12"	"2017"	"2017"	"Male"	"M"	"40-44 years"	"40-44"	3660
	"Florida"	"12"	"2017"	"2017"	"Male"	"M"	"45-49 years"	"45-49"	243
	"Florida"	"12"	"2017"	"2017"	"Male"	"M"	"50 years and over"	"50+"	23
	"Florida"	"12"	"2018"	"2018"	"Female"	"F"	"Under 15 years"	"15"	52
	"Florida"	"12"	"2018"	"2018"	"Female"	"F"	"15-19 years"	"15-19"	4865
	"Florida"	"12"	"2018"	"2018"	"Female"	"F"	"20-24 years"	"20-24"	20129
	"Florida"	"12"	"2018"	"2018"	"Female"	"F"	"25-29 years"	"25-29"	31534
	"Florida"	"12"	"2018"	"2018"	"Female"	"F"	"30-34 years"	"30-34"	31145
	"Florida"	"12"	"2018"	"2018"	"Female"	"F"	"35-39 years"	"35-39"	16347
	"Florida"	"12"	"2018"	"2018"	"Female"	"F"	"40-44 years"	"40-44"	3726
	"Florida"	"12"	"2018"	"2018"	"Female"	"F"	"45-49 years"	"45-49"	265
	"Florida"	"12"	"2018"	"2018"	"Female"	"F"	"50 years and over"	"50+"	25
	"Florida"	"12"	"2018"	"2018"	"Male"	"M"	"Under 15 years"	"15"	46
	"Florida"	"12"	"2018"	"2018"	"Male"	"M"	"15-19 years"	"15-19"	4964
	"Florida"	"12"	"2018"	"2018"	"Male"	"M"	"20-24 years"	"20-24"	21154
	"Florida"	"12"	"2018"	"2018"	"Male"	"M"	"25-29 years"	"25-29"	33317
	"Florida"	"12"	"2018"	"2018"	"Male"	"M"	"30-34 years"	"30-34"	32335
	"Florida"	"12"	"2018"	"2018"	"Male"	"M"	"35-39 years"	"35-39"	17541
	"Florida"	"12"	"2018"	"2018"	"Male"	"M"	"40-44 years"	"40-44"	3817
	"Florida"	"12"	"2018"	"2018"	"Male"	"M"	"45-49 years"	"45-49"	261
	"Florida"	"12"	"2018"	"2018"	"Male"	"M"	"50 years and over"	"50+"	19
	"Florida"	"12"	"2019"	"2019"	"Female"	"F"	"Under 15 years"	"15"	59
	"Florida"	"12"	"2019"	"2019"	"Female"	"F"	"15-19 years"	"15-19"	4634
	"Florida"	"12"	"2019"	"2019"	"Female"	"F"	"20-24 years"	"20-24"	19476
	"Florida"	"12"	"2019"	"2019"	"Female"	"F"	"25-29 years"	"25-29"	30584
	"Florida"	"12"	"2019"	"2019"	"Female"	"F"	"30-34 years"	"30-34"	31433
	"Florida"	"12"	"2019"	"2019"	"Female"	"F"	"35-39 years"	"35-39"	17129
	"Florida"	"12"	"2019"	"2019"	"Female"	"F"	"40-44 years"	"40-44"	3831
	"Florida"	"12"	"2019"	"2019"	"Female"	"F"	"45-49 years"	"45-49"	286
	"Florida"	"12"	"2019"	"2019"	"Female"	"F"	"50 years and over"	"50+"	21
	"Florida"	"12"	"2019"	"2019"	"Male"	"M"	"Under 15 years"	"15"	47
	"Florida"	"12"	"2019"	"2019"	"Male"	"M"	"15-19 years"	"15-19"	4907
	"Florida"	"12"	"2019"	"2019"	"Male"	"M"	"20-24 years"	"20-24"	20665
	"Florida"	"12"	"2019"	"2019"	"Male"	"M"	"25-29 years"	"25-29"	32295
	"Florida"	"12"	"2019"	"2019"	"Male"	"M"	"30-34 years"	"30-34"	32584
	"Florida"	"12"	"2019"	"2019"	"Male"	"M"	"35-39 years"	"35-39"	17904
	"Florida"	"12"	"2019"	"2019"	"Male"	"M"	"40-44 years"	"40-44"	3855
	"Florida"	"12"	"2019"	"2019"	"Male"	"M"	"45-49 years"	"45-49"	255
	"Florida"	"12"	"2019"	"2019"	"Male"	"M"	"50 years and over"	"50+"	37
	"Georgia"	"13"	"2007"	"2007"	"Female"	"F"	"Under 15 years"	"15"	130
	"Georgia"	"13"	"2007"	"2007"	"Female"	"F"	"15-19 years"	"15-19"	8718
	"Georgia"	"13"	"2007"	"2007"	"Female"	"F"	"20-24 years"	"20-24"	20119
	"Georgia"	"13"	"2007"	"2007"	"Female"	"F"	"25-29 years"	"25-29"	20270
	"Georgia"	"13"	"2007"	"2007"	"Female"	"F"	"30-34 years"	"30-34"	15173
	"Georgia"	"13"	"2007"	"2007"	"Female"	"F"	"35-39 years"	"35-39"	7764
	"Georgia"	"13"	"2007"	"2007"	"Female"	"F"	"40-44 years"	"40-44"	1571
	"Georgia"	"13"	"2007"	"2007"	"Female"	"F"	"45-49 years"	"45-49"	100
	"Georgia"	"13"	"2007"	"2007"	"Male"	"M"	"Under 15 years"	"15"	164
	"Georgia"	"13"	"2007"	"2007"	"Male"	"M"	"15-19 years"	"15-19"	9367
	"Georgia"	"13"	"2007"	"2007"	"Male"	"M"	"20-24 years"	"20-24"	20939
	"Georgia"	"13"	"2007"	"2007"	"Male"	"M"	"25-29 years"	"25-29"	21060
	"Georgia"	"13"	"2007"	"2007"	"Male"	"M"	"30-34 years"	"30-34"	16057
	"Georgia"	"13"	"2007"	"2007"	"Male"	"M"	"35-39 years"	"35-39"	8014
	"Georgia"	"13"	"2007"	"2007"	"Male"	"M"	"40-44 years"	"40-44"	1568
	"Georgia"	"13"	"2007"	"2007"	"Male"	"M"	"45-49 years"	"45-49"	103
	"Georgia"	"13"	"2007"	"2007"	"Male"	"M"	"50 years and over"	"50+"	11
	"Georgia"	"13"	"2008"	"2008"	"Female"	"F"	"Under 15 years"	"15"	113
	"Georgia"	"13"	"2008"	"2008"	"Female"	"F"	"15-19 years"	"15-19"	8405
	"Georgia"	"13"	"2008"	"2008"	"Female"	"F"	"20-24 years"	"20-24"	19299
